Depth;ProjArea;StraightLength;StraightWidth;WLRatio
12.5;0.0524;0.414;0.2142;0.517391304
12.5;0.0241;0.3503;0.0951;0.271481587
12.5;0.0066;0.3111;0.0358;0.115075538
12.5;0.0265;0.2505;0.1403;0.56007984
12.5;0.029;0.238;0.1528;0.642016807
12.5;0.0106;0.1459;0.1009;0.691569568
12.5;0.108;0.4846;0.3013;0.621749897
12.5;0.0175;0.1791;0.1222;0.682300391
12.5;0.0228;0.3496;0.0953;0.272597254
12.5;0.0466;0.3345;0.2176;0.650523169
12.5;0.1027;0.9502;0.1239;0.130393601
12.5;0.0205;0.4637;0.0681;0.146862195
12.5;0.0399;0.2543;0.2343;0.921352733
12.5;0.0356;0.5069;0.0996;0.196488459
12.5;0.0131;0.368;0.0451;0.122554348
12.5;0.0147;0.3483;0.0595;0.170829744
12.5;0.0321;0.2733;0.1528;0.559092572
12.5;0.0425;0.5159;0.1119;0.2169025
12.5;0.0514;0.3073;0.27;0.878620241
12.5;0.0059;0.121;0.0683;0.56446281
12.5;0.044;0.3054;0.2208;0.722986248
12.5;0.0188;0.1933;0.1455;0.752715986
12.5;0.1161;0.77;0.2249;0.292077922
12.5;0.0472;0.3745;0.1669;0.445660881
12.5;0.0029;0.1278;0.0354;0.276995305
12.5;0.0724;0.8078;0.1141;0.141247834
12.5;0.0304;0.5317;0.0785;0.147639646
12.5;0.0043;0.1493;0.0354;0.237106497
12.5;0.3386;1.2052;0.3929;0.326003983
12.5;0.0776;0.837;0.1402;0.167502987
12.5;0.0094;0.2959;0.0407;0.137546468
12.5;0.0279;0.5159;0.0801;0.155262648
12.5;0.0225;0.5274;0.0603;0.114334471
12.5;0.0014;0.1168;0.0177;0.151541096
12.5;0.0158;0.1507;0.1382;0.917053749
12.5;0.1153;0.7151;0.2639;0.369039295
12.5;0.0042;0.1544;0.0516;0.334196891
12.5;0.0025;0.0708;0.0531;0.75
12.5;0.0011;0.0507;0.0285;0.562130178
12.5;0.0052;0.1292;0.0674;0.521671827
12.5;0.0019;0.0638;0.0516;0.808777429
13.5;0.0232;0.3909;0.1196;0.305960604
13.5;0.0518;0.3929;0.2052;0.522270298
13.5;0.0031;0.0852;0.05;0.58685446
13.5;0.0023;0.1032;0.028;0.271317829
13.5;0.0685;0.7977;0.2219;0.278174752
13.5;0.0478;0.5996;0.1403;0.233989326
13.5;0.0202;0.2898;0.0966;0.333333333
13.5;0.0368;0.4091;0.1705;0.416768516
13.5;0.0669;0.3825;0.2311;0.604183007
13.5;0.0184;0.3455;0.0751;0.217366136
13.5;0.0292;0.2603;0.1652;0.634652324
13.5;0.0056;0.1045;0.0708;0.677511962
13.5;0.0631;0.5361;0.1769;0.329975751
13.5;0.0516;0.5663;0.1228;0.216846195
13.5;0.0455;0.7948;0.0807;0.101534977
13.5;0.0502;0.2928;0.2427;0.828893443
13.5;0.0195;0.3929;0.0655;0.166709086
13.5;0.0396;0.4748;0.1076;0.226621735
13.5;0.0414;0.4902;0.1433;0.292329661
13.5;0.0145;0.3918;0.0507;0.129402757
13.5;0.0888;0.4195;0.3063;0.730154946
13.5;0.0035;0.1433;0.028;0.195394278
13.5;0.0056;0.2131;0.0354;0.166119193
13.5;0.0268;0.2359;0.1631;0.691394659
13.5;0.0935;0.7867;0.1958;0.248887759
13.5;0.046;0.919;0.0777;0.084548422
13.5;0.0331;0.4687;0.0807;0.172178366
13.5;0.1271;0.672;0.2794;0.41577381
13.5;0.0124;0.2332;0.0701;0.300600343
13.5;0.0373;0.6277;0.0746;0.118846583
13.5;0.0507;0.7609;0.0876;0.115126823
13.5;0.0543;0.5663;0.1197;0.211372064
13.5;0.0459;0.7347;0.073;0.099360283
13.5;0.0584;0.3132;0.2695;0.860472542
13.5;0.052;0.5256;0.1301;0.247526636
14.5;0.0275;0.3135;0.1288;0.410845295
14.5;0.0195;0.304;0.1403;0.461513158
14.5;0.0092;0.2798;0.0478;0.170836312
14.5;0.0577;0.3271;0.2416;0.738612045
14.5;0.0556;0.8223;0.2272;0.276298188
14.5;0.005;0.168;0.0451;0.268452381
14.5;0.0206;0.3984;0.0681;0.170933735
14.5;0.023;0.2654;0.1086;0.40919367
14.5;0.0206;0.3649;0.0683;0.187174568
14.5;0.0039;0.1306;0.0437;0.334609495
14.5;0.0214;0.4614;0.0638;0.138274816
14.5;0.0165;0.3654;0.0701;0.191844554
14.5;0.0271;0.261;0.1257;0.481609195
14.5;0.0073;0.1626;0.0576;0.354243542
14.5;0.0301;0.5415;0.0727;0.134256694
14.5;0.1207;0.8704;0.1791;0.205767463
14.5;0.0187;0.1735;0.1735;1
14.5;0.0521;0.3597;0.2077;0.577425632
14.5;0.0283;0.2307;0.1778;0.770697876
14.5;0.0319;0.8875;0.0674;0.075943662
14.5;0.0818;0.4631;0.2853;0.616065645
14.5;0.0291;0.6731;0.0626;0.093002526
14.5;0.0803;0.6754;0.1631;0.241486527
14.5;0.0175;0.4837;0.0516;0.106677693
14.5;0.0012;0.1001;0.0177;0.176823177
14.5;0.0061;0.1501;0.0576;0.383744171
14.5;0.0034;0.1257;0.0301;0.239459029
14.5;0.0152;0.3523;0.0528;0.149872268
14.5;0.001;0.0832;0.0177;0.212740385
14.5;0.0008;0.0902;0.0158;0.175166297
14.5;0.0477;0.5939;0.1227;0.206600438
14.5;0.022;0.2367;0.1242;0.524714829
14.5;0.0533;0.427;0.239;0.55971897
14.5;0.0031;0.0692;0.0571;0.825144509
14.5;0.046;0.4455;0.1626;0.364983165
14.5;0.0888;0.7087;0.1464;0.20657542
14.5;0.2666;1.3297;0.269;0.202301271
14.5;0.0443;0.7343;0.0874;0.119024922
14.5;0.0398;0.5786;0.1081;0.18683028
14.5;0.0575;0.6573;0.1086;0.16522136
14.5;0.0467;0.3782;0.168;0.444209413
14.5;0.0715;0.5413;0.1756;0.324404212
14.5;0.164;0.9331;0.2131;0.228378523
14.5;0.0171;0.1743;0.1306;0.749282846
14.5;0.0015;0.0692;0.0285;0.411849711
14.5;0.0302;0.655;0.0674;0.102900763
14.5;0.0008;0.0638;0.0202;0.31661442
14.5;0.0009;0.0595;0.0202;0.339495798
15.5;0.0227;0.4379;0.0692;0.158026947
15.5;0.0409;0.7018;0.0761;0.108435452
15.5;0.0121;0.5931;0.025;0.042151408
15.5;0.0148;0.1992;0.1075;0.539658635
15.5;0.0188;0.2282;0.1251;0.54820333
15.5;0.0681;0.3848;0.2859;0.742983368
15.5;0.0052;0.1506;0.0516;0.342629482
15.5;0.3;0.7479;0.6853;0.91629897
15.5;0.0375;0.6352;0.0869;0.136807305
15.5;0.0197;0.2728;0.1176;0.431085044
15.5;0.0039;0.1829;0.0301;0.164570804
15.5;0.0866;0.6791;0.139;0.204682668
15.5;0.044;0.4036;0.1623;0.402130823
15.5;0.0205;0.2949;0.1009;0.342149881
15.5;0.0333;0.4073;0.1257;0.308617726
15.5;0.0196;0.1852;0.1477;0.797516199
15.5;0.0254;0.4457;0.1076;0.241417994
15.5;0.0301;0.3493;0.1056;0.302318924
15.5;0.0682;0.5187;0.1788;0.344707924
15.5;0.0575;0.475;0.1464;0.308210526
15.5;0.0381;0.2686;0.1847;0.687639613
15.5;0.799;1.6789;0.6044;0.359997617
15.5;0.1534;0.5909;0.423;0.715857167
15.5;0.0185;0.191;0.1292;0.676439791
15.5;0.0241;0.8038;0.0528;0.065687982
16.5;0.0693;0.4004;0.2343;0.585164835
16.5;0.0283;0.5262;0.0681;0.129418472
16.5;0.0049;0.2034;0.0326;0.16027532
16.5;0.0873;0.4827;0.273;0.565568676
16.5;0.0373;0.3428;0.1552;0.452742124
16.5;0.0026;0.0692;0.0461;0.666184971
16.5;0.032;0.2682;0.1954;0.728560776
16.5;0.0295;0.481;0.0777;0.161538462
16.5;0.1582;0.5245;0.485;0.924690181
16.5;0.0106;0.2207;0.0653;0.295876756
16.5;0.0094;0.2153;0.0626;0.290757083
16.5;0.0139;0.5126;0.0403;0.078618806
16.5;0.0114;0.2089;0.0674;0.322642413
16.5;0.027;0.4393;0.0958;0.218074209
16.5;0.0082;0.1354;0.0918;0.677991137
16.5;0.0063;0.2266;0.0584;0.25772286
16.5;0.0036;0.1769;0.0285;0.161107971
16.5;0.0378;0.7006;0.0701;0.100057094
16.5;0.109;0.4336;0.3628;0.836715867
16.5;0.0291;0.3303;0.1153;0.349076597
16.5;0.0575;0.5698;0.1242;0.217971218
16.5;0.0537;0.5105;0.1277;0.250146915
16.5;0.0672;0.7418;0.2049;0.276220005
16.5;0.038;0.3056;0.1829;0.598494764
16.5;0.0498;0.3087;0.2256;0.730806608
16.5;0.0253;0.3026;0.1292;0.426966292
16.5;0.0253;0.309;0.1056;0.341747573
17.5;0.0223;0.269;0.1469;0.546096654
17.5;0.0184;0.1846;0.1384;0.749729144
17.5;0.0445;0.6052;0.1062;0.17547918
17.5;0.0165;0.2256;0.099;0.438829787
17.5;0.054;0.7878;0.0777;0.098629094
17.5;0.0045;0.1251;0.0516;0.412470024
17.5;0.0039;0.1032;0.0516;0.5
17.5;0.0812;0.4438;0.2592;0.584046868
17.5;0.0185;0.2003;0.1366;0.681977034
17.5;0.0884;0.5043;0.2691;0.533610946
17.5;0.0469;0.3383;0.1893;0.559562518
17.5;0.0299;0.3787;0.0885;0.233694217
17.5;0.0008;0.0674;0.0202;0.299703264
17.5;0.0281;0.2089;0.186;0.890378171
17.5;0.0675;0.3602;0.2762;0.766796224
17.5;0.0442;0.3183;0.1812;0.56927427
17.5;0.2285;0.6603;0.4477;0.67802514
17.5;0.0689;0.5484;0.1478;0.269511306
17.5;0.0236;0.2973;0.1009;0.339387824
17.5;0.0898;0.3966;0.3682;0.928391326
17.5;0.1071;0.8117;0.1683;0.207342614
17.5;0.0514;0.8875;0.0676;0.076169014
17.5;0.0061;0.1056;0.1009;0.955492424
17.5;0.0032;0.121;0.0481;0.397520661
17.5;0.0013;0.0653;0.025;0.382848392
17.5;0.0584;0.7294;0.1045;0.14326844
17.5;0.0023;0.0911;0.0358;0.392974753
17.5;0.1164;0.7222;0.1954;0.270562171
17.5;0.0386;0.7005;0.073;0.104211278
17.5;0.0073;0.4077;0.028;0.068677949
17.5;0.0196;0.3759;0.0638;0.169725991
17.5;0.0679;0.8933;0.1051;0.117653644
17.5;0.0397;0.3804;0.1427;0.375131441
17.5;0.0529;0.325;0.2353;0.724
17.5;0.0377;0.7834;0.1081;0.137988256
17.5;0.0013;0.0528;0.0326;0.617424242
17.5;0.0354;0.5308;0.0885;0.166729465
17.5;0.0593;0.3838;0.22;0.573215216
17.5;0.0159;0.1713;0.1354;0.790426153
17.5;0.0027;0.0761;0.0461;0.605781866
17.5;0.0042;0.1086;0.056;0.515653775
17.5;0.0561;0.3872;0.2194;0.566632231
17.5;0.0382;0.3181;0.1769;0.556114429
17.5;0.0428;0.5383;0.1205;0.22385287
17.5;0.0417;0.4364;0.1455;0.333409716
17.5;0.0027;0.0751;0.0451;0.600532623
17.5;0.0349;0.2528;0.2302;0.910601266
17.5;0.05;0.3654;0.1657;0.453475643
17.5;0.0635;0.3944;0.2313;0.586460446
17.5;0.2583;1.699;0.1794;0.105591524
17.5;0.0026;0.0626;0.05;0.798722045
17.5;0.0689;0.3705;0.2905;0.784075574
17.5;0.2669;0.9711;0.3527;0.363196375
17.5;0.0017;0.0708;0.0301;0.425141243
18.5;0.0454;0.3077;0.2115;0.687357816
18.5;0.1122;0.8531;0.1735;0.203375923
18.5;0.0506;0.5609;0.1277;0.227669816
18.5;0.0013;0.0571;0.034;0.595446585
18.5;0.0441;0.5087;0.1277;0.251032042
18.5;0.1182;0.6434;0.2429;0.377525645
18.5;0.0468;0.6386;0.1032;0.161603508
18.5;0.0435;0.311;0.1923;0.618327974
18.5;0.1161;0.7627;0.1932;0.253310607
18.5;0.0135;0.2764;0.0852;0.308248915
18.5;0.031;0.8142;0.0451;0.055391796
18.5;0.0525;0.6582;0.0991;0.150562139
18.5;0.0595;0.7356;0.1099;0.149401849
18.5;0.0129;0.3029;0.0603;0.199075603
18.5;0.0656;0.4261;0.2332;0.547289369
18.5;0.1081;0.4571;0.3338;0.730255961
18.5;0.0561;0.573;0.1164;0.203141361
18.5;0.0722;0.9779;0.099;0.101237345
18.5;0.114;0.8634;0.1777;0.205814223
18.5;0.041;0.4842;0.1862;0.384551838
18.5;0.035;0.9358;0.0605;0.064650566
18.5;0.0245;0.1965;0.1611;0.819847328
18.5;0.0833;0.6422;0.1704;0.265337901
18.5;0.0509;0.3446;0.2515;0.729831689
18.5;0.1067;0.6679;0.239;0.357838
18.5;0.0196;0.2557;0.0966;0.377786469
18.5;0.0153;0.2854;0.0701;0.245620182
18.5;0.1377;0.5676;0.4029;0.709830867
18.5;0.0687;0.421;0.23;0.54631829
18.5;0.0525;0.4511;0.1954;0.433163378
19.5;0.036;0.3939;0.1262;0.320385885
19.5;0.061;0.7128;0.1403;0.196829405
19.5;0.0377;0.7445;0.0674;0.090530557
19.5;0.0424;0.4795;0.1208;0.251929093
19.5;0.0295;0.5464;0.073;0.133601757
19.5;0.1128;1.73;0.0911;0.05265896
19.5;0.2075;0.8865;0.3447;0.388832487
19.5;0.0235;0.5344;0.0761;0.142402695
19.5;0.0355;0.5403;0.0956;0.176938738
19.5;0.451;1.3176;0.4652;0.353066181
19.5;0.0316;0.7389;0.0674;0.091216673
19.5;0.0198;0.4282;0.0618;0.144325082
19.5;0.0587;0.506;0.1661;0.32826087
19.5;0.0314;0.5235;0.0791;0.151098376
19.5;0.06;0.4159;0.2017;0.484972349
19.5;0.0548;0.3176;0.2483;0.781801008
20.5;0.0799;0.4923;0.2841;0.577087142
20.5;0.0798;0.3787;0.2824;0.745709004
20.5;0.0312;0.4432;0.099;0.223375451
20.5;0.0397;0.5682;0.1056;0.185850053
20.5;0.0861;0.9962;0.1075;0.107910058
20.5;0.0422;0.3244;0.1683;0.518803946
20.5;0.0341;0.4785;0.0966;0.201880878
20.5;0.061;0.664;0.1888;0.284337349
20.5;0.03;0.2307;0.2009;0.870827915
20.5;0.0014;0.0727;0.025;0.343878955
20.5;0.0121;0.5826;0.0301;0.05166495
20.5;0.0674;0.5105;0.1702;0.333398629
20.5;0.0079;0.1862;0.0653;0.350698174
20.5;0.0577;0.691;0.0991;0.14341534
20.5;0.0364;0.4594;0.1412;0.307357423
20.5;0.1468;1.1988;0.1777;0.148231565
20.5;0.0634;0.4044;0.2483;0.613996044
20.5;0.0112;0.3151;0.0478;0.151697874
20.5;0.054;0.6308;0.0977;0.154882689
20.5;0.008;0.1638;0.0618;0.377289377
20.5;0.0767;0.4623;0.2395;0.518061865
20.5;0.0174;0.1977;0.1552;0.78502782
20.5;0.0801;0.582;0.2071;0.355841924
20.5;0.0223;0.3205;0.0815;0.254290172
20.5;0.0209;0.4965;0.0674;0.135750252
20.5;0.0503;0.4407;0.1539;0.349217155
20.5;0.0734;0.7881;0.1227;0.155690902
20.5;0.042;0.5081;0.1041;0.204880929
20.5;0.0424;0.4821;0.1081;0.224227339
20.5;0.0761;0.6249;0.1399;0.22387582
20.5;0.0301;0.3489;0.1222;0.350243623
20.5;0.0211;0.3559;0.0815;0.228996909
20.5;0.0613;0.7454;0.0963;0.12919238
20.5;0.0684;0.5093;0.1724;0.338503829
20.5;0.0444;0.3999;0.1522;0.380595149
20.5;0.0393;0.2689;0.2063;0.767199702
20.5;0.007;0.1009;0.0931;0.922695738
20.5;0.0491;0.677;0.1065;0.157311669
20.5;0.0198;0.3931;0.0674;0.171457644
20.5;0.0285;0.3291;0.1009;0.306593741
20.5;0.0937;0.5842;0.2115;0.36203355
20.5;0.1575;1.1434;0.1906;0.166695819
20.5;0.0572;0.9886;0.0753;0.076168319
20.5;0.0463;0.3901;0.1702;0.436298385
20.5;0.0906;0.5605;0.2918;0.520606601
20.5;0.0163;0.6408;0.0403;0.062890137
20.5;0.0123;0.1634;0.0996;0.609547124
21.5;0.038;0.3146;0.1743;0.554036872
21.5;0.0624;0.726;0.1125;0.154958678
21.5;0.0609;0.3415;0.2329;0.681991215
21.5;0.0338;0.3929;0.1032;0.262662255
21.5;0.03;0.4029;0.0918;0.227848101
21.5;0.0013;0.0681;0.0231;0.339207048
21.5;0.0481;0.313;0.2278;0.727795527
21.5;0.047;0.5925;0.0874;0.147510549
21.5;0.4697;1.3176;0.464;0.352155434
21.5;0.0399;0.5146;0.099;0.192382433
21.5;0.2383;0.9939;0.3313;0.333333333
21.5;0.0448;0.3416;0.1708;0.5
21.5;0.0723;0.3992;0.2305;0.57740481
21.5;0.1617;1.221;0.1646;0.134807535
21.5;0.3198;0.8877;0.4562;0.513912358
21.5;0.0333;0.3875;0.112;0.289032258
21.5;0.0091;0.3024;0.0396;0.130952381
21.5;0.0072;0.2485;0.034;0.136820926
21.5;0.0107;0.1999;0.0761;0.380690345
21.5;0.006;0.1141;0.0801;0.702015776
21.5;0.0533;0.6973;0.0977;0.14011186
21.5;0.0312;0.3065;0.1631;0.532137031
21.5;0.0301;0.2207;0.1756;0.795650204
21.5;0.0353;0.5029;0.0854;0.169815073
21.5;0.1529;0.5767;0.4144;0.718571181
21.5;0.0305;0.5832;0.0618;0.105967078
21.5;0.0423;0.3276;0.1804;0.550671551
21.5;0.0376;0.3498;0.1638;0.468267581
21.5;0.0612;0.3128;0.2828;0.904092072
21.5;0.0656;0.3447;0.2579;0.748186829
21.5;0.0119;0.2999;0.056;0.18672891
21.5;0.0128;0.1602;0.0977;0.609862672
22.5;0.0334;0.4637;0.1076;0.232046582
22.5;0.0475;0.5767;0.0926;0.160568753
22.5;0.1119;0.7034;0.2239;0.318311061
22.5;0.037;0.5435;0.0897;0.165041398
22.5;0.0161;0.4875;0.0736;0.150974359
22.5;0.0018;0.1141;0.0177;0.155127082
22.5;0.0009;0.0791;0.0177;0.223767383
22.5;0.301;1.2091;0.3955;0.327102804
22.5;0.0933;0.7294;0.149;0.204277488
22.5;0.0321;0.2993;0.1507;0.503508186
22.5;0.2724;1.0308;0.3648;0.353899884
22.5;0.0577;0.3033;0.291;0.959446093
22.5;0.0625;0.3529;0.2127;0.602720317
22.5;0.0112;0.2866;0.0516;0.18004187
22.5;0.0326;0.2658;0.1626;0.611738149
22.5;0.1077;0.8849;0.1823;0.206011979
22.5;0.0565;0.5214;0.1456;0.279248178
22.5;0.0006;0.0603;0.0112;0.185737977
22.5;0.0408;0.6876;0.0885;0.128708551
22.5;0.0657;0.3403;0.3008;0.883925948
22.5;0.0119;0.2974;0.0571;0.19199731
22.5;0.0349;0.3259;0.1507;0.462411783
22.5;0.0161;0.3831;0.0562;0.14669799
22.5;0.074;1.0557;0.0963;0.091219096
22.5;0.048;0.5184;0.1132;0.218364198
22.5;0.0391;0.4166;0.1222;0.293326932
22.5;0.0502;0.4939;0.1631;0.330228791
22.5;0.0618;0.5746;0.1455;0.253219631
22.5;0.0438;0.6779;0.0832;0.122731966
23.5;0.0828;0.9448;0.1472;0.155800169
23.5;0.0154;0.5523;0.0451;0.081658519
23.5;0.1018;0.5428;0.2238;0.412306559
23.5;0.0055;0.0963;0.0839;0.871235722
23.5;0.0726;0.4029;0.2447;0.607346736
23.5;0.1437;0.8908;0.2115;0.237427032
23.5;0.0945;0.3911;0.3507;0.896701611
23.5;0.2296;1.5771;0.2266;0.143681441
23.5;0.0314;0.468;0.0926;0.197863248
23.5;0.0334;0.3787;0.1045;0.275944019
23.5;0.0619;0.6047;0.1288;0.212998181
23.5;0.0278;0.5056;0.0785;0.155261076
23.5;0.0384;0.4098;0.139;0.339189849
23.5;0.0498;0.4829;0.1427;0.295506316
23.5;0.0878;0.5781;0.2059;0.356166753
23.5;0.0374;0.2853;0.2179;0.763757448
23.5;0.2465;0.7342;0.4736;0.645055843
23.5;0.0445;0.3969;0.139;0.35021416
23.5;0.3179;0.8792;0.4675;0.531733394
23.5;0.0152;0.1679;0.1354;0.8064324
23.5;0.0182;0.2272;0.1076;0.473591549
23.5;0.0413;0.5036;0.1041;0.206711676
23.5;0.0255;0.2208;0.1987;0.89990942
23.5;0.0579;0.3022;0.2686;0.888815354
23.5;0.0798;0.5858;0.1901;0.324513486
23.5;0.0364;0.3485;0.1687;0.484074605
23.5;0.0549;0.4442;0.1705;0.38383611
23.5;0.025;0.7191;0.0478;0.066471979
23.5;0.0161;0.186;0.1222;0.656989247
23.5;0.0066;0.152;0.0618;0.406578947
23.5;0.0599;0.5085;0.1403;0.275909538
23.5;0.0108;0.2452;0.0653;0.266313214
23.5;0.0499;0.2999;0.2641;0.880626876
23.5;0.0035;0.1305;0.0403;0.308812261
23.5;0.1149;0.8424;0.1854;0.22008547
23.5;0.0299;0.4797;0.0885;0.184490306
23.5;0.0092;0.3881;0.034;0.087606287
23.5;0.0137;0.4143;0.0407;0.098237992
23.5;0.0461;0.8042;0.0854;0.106192489
23.5;0.0338;0.5432;0.0904;0.166421208
23.5;0.0011;0.0576;0.025;0.434027778
23.5;0.0396;0.3067;0.1992;0.64949462
23.5;0.0343;0.7058;0.0856;0.121280816
23.5;0.0676;1.0137;0.0996;0.098253921
23.5;0.0203;0.2037;0.1477;0.725085911
23.5;0.0147;0.309;0.0605;0.19579288
23.5;0.0058;0.2884;0.0285;0.098821082
23.5;0.0105;0.4443;0.0354;0.079675895
24.5;0.0284;0.3028;0.1276;0.421400264
24.5;0.1198;0.476;0.3291;0.691386555
24.5;0.0118;0.2891;0.0516;0.178484953
24.5;0.01;0.5171;0.0358;0.069232257
24.5;0.0404;0.5962;0.0951;0.159510231
24.5;0.0441;0.3067;0.2272;0.740789045
24.5;0.0024;0.1522;0.028;0.183968463
24.5;0.0295;0.3564;0.1148;0.322109989
24.5;0.0222;0.5268;0.0576;0.109339408
24.5;0.1021;0.4035;0.3631;0.899876084
24.5;0.3509;0.8785;0.6333;0.720887877
24.5;0.0358;0.2828;0.1702;0.601838755
24.5;0.3282;1.3027;0.3283;0.252015046
24.5;0.0127;0.3956;0.0451;0.114004044
24.5;0.01;0.2587;0.0478;0.184770004
24.5;0.0583;1.0961;0.0826;0.075358088
24.5;0.0212;0.2267;0.1276;0.562858403
24.5;0.0066;0.3543;0.0231;0.065198984
24.5;0.0107;0.2918;0.0451;0.154557916
24.5;0.0293;0.3618;0.1056;0.291873964
24.5;0.0957;0.521;0.2329;0.447024952
24.5;0.1647;0.5456;0.3569;0.654142229
24.5;0.2177;1.1835;0.3108;0.2626109
24.5;0.0083;0.312;0.0326;0.104487179
24.5;0.0251;0.1933;0.1756;0.908432488
24.5;0.2852;1.1762;0.319;0.271212379
24.5;0.1405;0.585;0.3211;0.548888889
24.5;0.0171;0.2695;0.0785;0.291280148
24.5;0.0017;0.0854;0.0403;0.471896956
24.5;0.0392;0.4012;0.1311;0.326769691
24.5;0.0364;0.2707;0.2332;0.861470262
24.5;0.0478;0.7171;0.0854;0.119090782
24.5;0.0273;0.3962;0.0885;0.223372034
24.5;0.0017;0.0674;0.0358;0.53115727
24.5;0.0249;0.4314;0.0683;0.158321743
24.5;0.0477;0.7717;0.0777;0.100686795
24.5;0.0193;0.1847;0.1366;0.739577694
24.5;0.0018;0.0638;0.0407;0.637931034
24.5;0.0258;0.2966;0.1735;0.584962913
24.5;0.0593;0.5517;0.1321;0.239441726
24.5;0.0257;0.4679;0.0751;0.160504381
24.5;0.0395;0.4772;0.1069;0.224015088
24.5;0.0263;0.6414;0.0516;0.080449018
24.5;0.0437;0.5547;0.1242;0.223904813
24.5;0.0591;0.4705;0.1735;0.368756642
24.5;0.015;0.4504;0.0507;0.112566607
24.5;0.0363;0.2898;0.1822;0.628709455
24.5;0.037;0.6301;0.0736;0.116806856
24.5;0.0416;0.2505;0.2329;0.929740519
24.5;0.0224;0.637;0.0516;0.08100471
24.5;0.061;0.8163;0.1152;0.141124587
24.5;0.0191;0.5872;0.0451;0.076805177
24.5;0.0868;0.4981;0.2307;0.463160008
24.5;0.0156;0.528;0.0407;0.077083333
24.5;0.0164;0.3533;0.0777;0.219926408
24.5;0.0399;0.6264;0.0904;0.144316731
24.5;0.031;0.2239;0.2009;0.897275569
24.5;0.0168;0.3923;0.0785;0.200101963
24.5;0.045;0.4656;0.1348;0.2895189
24.5;0.0335;0.591;0.0727;0.123011844
24.5;0.0946;0.827;0.1699;0.205441354
24.5;0.044;0.3135;0.2205;0.703349282
25.5;0.1768;0.9914;0.2153;0.217167642
25.5;0.0357;0.4962;0.1076;0.216848045
25.5;0.2157;0.6502;0.4764;0.732697631
25.5;0.0494;0.357;0.2064;0.578151261
25.5;0.0754;0.4011;0.2658;0.662677636
25.5;0.0188;0.2416;0.118;0.488410596
25.5;0.0324;0.558;0.0852;0.152688172
25.5;0.1249;0.7747;0.2052;0.264876726
25.5;0.0452;0.4058;0.1914;0.471660917
25.5;0.1882;0.6039;0.4668;0.772975658
25.5;0.0266;0.2204;0.1653;0.75
25.5;0.0399;0.4427;0.1115;0.251863564
25.5;0.0486;0.3029;0.2239;0.739187851
25.5;0.1157;1.1246;0.1427;0.126889561
25.5;0.0379;0.6056;0.0902;0.148943197
25.5;0.0498;0.2814;0.2584;0.918265814
25.5;0.0394;0.2931;0.2505;0.854657114
25.5;0.0193;0.2063;0.1493;0.723703345
25.5;0.0438;0.2931;0.2185;0.745479359
25.5;0.0535;0.3875;0.1626;0.419612903
25.5;0.003;0.1741;0.0237;0.136128662
25.5;0.001;0.0931;0.0125;0.134264232
25.5;0.0774;0.4456;0.2127;0.477333932
25.5;0.0023;0.1539;0.025;0.162443145
25.5;0.1037;1.0407;0.14;0.134524839
26.5;0.0022;0.0895;0.0392;0.437988827
26.5;0.0028;0.2574;0.0177;0.068764569
26.5;0.0059;0.2984;0.028;0.09383378
26.5;0.007;0.3782;0.025;0.066102591
26.5;0.0095;0.3221;0.0708;0.219807513
26.5;0.035;0.7141;0.0676;0.094664613
26.5;0.0702;0.6026;0.186;0.308662463
26.5;0.018;0.3347;0.0795;0.237526143
26.5;0.0278;0.5827;0.0626;0.107430925
26.5;0.0662;0.4159;0.2017;0.484972349
26.5;0.0391;0.3011;0.1863;0.618731318
26.5;0.0267;0.6069;0.0674;0.111056187
26.5;0.0774;0.4549;0.2716;0.597054298
26.5;0.0221;0.3974;0.0807;0.203069955
26.5;0.1523;0.8215;0.2687;0.327084601
26.5;0.0736;0.3806;0.2537;0.666579086
26.5;0.0371;0.2986;0.2185;0.731748158
26.5;0.017;0.3604;0.0653;0.181187569
26.5;0.0284;0.3644;0.1176;0.322722283
26.5;0.0832;0.4718;0.2421;0.513141162
26.5;0.0621;0.4165;0.2082;0.499879952
26.5;0.0406;0.5732;0.1433;0.25
26.5;0.1463;1.0729;0.2106;0.196290428
26.5;0.0394;0.4109;0.2332;0.56753468
26.5;0.0726;0.589;0.1507;0.255857385
26.5;0.0383;0.6889;0.0727;0.105530556
26.5;0.0011;0.0839;0.0202;0.240762813
26.5;0.0425;0.3917;0.1399;0.357161093
26.5;0.0011;0.0832;0.0177;0.212740385
26.5;0.0274;0.2856;0.1735;0.607492997
26.5;0.004;0.1555;0.0403;0.259163987
26.5;0.0275;0.9555;0.0426;0.044583987
26.5;0.0541;0.3496;0.2622;0.75
26.5;0.0188;0.4813;0.0683;0.141907334
26.5;0.0216;0.3493;0.0807;0.231033496
26.5;0.0509;0.3484;0.1929;0.553673938
26.5;0.0554;0.6158;0.1115;0.181065281
26.5;0.0141;0.1881;0.1056;0.561403509
26.5;0.0104;0.4758;0.0358;0.075241698
26.5;0.0976;0.3984;0.3484;0.874497992
26.5;0.0326;0.2606;0.1561;0.599002302
26.5;0.2662;0.7046;0.5231;0.742407039
26.5;0.0085;0.1326;0.0826;0.622926094
26.5;0.0595;0.5538;0.1881;0.339653304
26.5;0.0415;0.4329;0.1561;0.360591361
26.5;0.0572;0.3269;0.2707;0.828081982
