Site;Depth;ProjArea;StraightLength;StraightWidth;WLRatio
AZL;15;0.0687;1.1796;0.0745;0.0632
AZL;15;0.0916;0.8892;0.1323;0.1488
AZL;15;0.1161;0.781;0.1914;0.2451
AZL;15;0.1471;0.567;0.4113;0.7254
AZL;15;0.1905;1.3937;0.3823;0.2743
AZL;15;0.3829;1.449;0.6442;0.4446
AZL;15;1.435;4.9446;0.4228;0.0855
AZL;16;0.0019;0.0649;0.0434;0.6687
AZL;16;0.0187;0.3148;0.0902;0.2865
AZL;16;0.0468;0.4744;0.1257;0.2650
AZL;16;0.0591;0.9961;0.0733;0.0736
AZL;16;0.0629;0.8252;0.1148;0.1391
AZL;16;0.1324;1.9125;0.1146;0.0599
AZL;17;0.0227;0.8431;0.0385;0.0457
AZL;17;0.0538;0.7064;0.1047;0.1482
AZL;17;0.0546;0.6031;0.1142;0.1894
AZL;17;0.0612;0.9369;0.0939;0.1002
AZL;17;0.0803;1.2124;0.1084;0.0894
AZL;17;0.1664;1.3487;0.1543;0.1144
AZL;17;0.1778;2.7529;0.0966;0.0351
AZL;18;0.0017;0.0762;0.0323;0.4239
AZL;18;0.0184;0.9013;0.0404;0.0448
AZL;18;0.0223;0.3421;0.0792;0.2315
AZL;18;0.0298;0.9794;0.0702;0.0717
AZL;18;0.0317;0.3639;0.2225;0.6114
AZL;18;0.0524;0.7468;0.0971;0.1300
AZL;18;0.0551;1.0369;0.0733;0.0707
AZL;18;0.0752;0.9851;0.2237;0.2271
AZL;18;0.0782;0.8863;0.1218;0.1374
AZL;18;0.0855;0.655;0.2219;0.3388
AZL;18;0.1918;1.5302;0.4293;0.2806
AZL;18;0.3387;2.4378;0.192;0.0788
AZL;19;0.0032;0.1701;0.0301;0.1770
AZL;19;0.0092;0.2874;0.0469;0.1632
AZL;19;0.0096;0.4194;0.0365;0.0870
AZL;19;0.0261;0.4923;0.0727;0.1477
AZL;19;0.035;0.448;0.1135;0.2533
AZL;19;0.0409;0.6824;0.0782;0.1146
AZL;19;0.042;1.0547;0.0566;0.0537
AZL;19;0.0451;0.6429;0.0952;0.1481
AZL;19;0.0495;0.6175;0.1086;0.1759
AZL;19;0.0559;0.5867;0.1278;0.2178
AZL;19;0.0577;0.6368;0.14;0.2198
AZL;19;0.0906;0.746;0.2045;0.2741
AZL;19;0.1031;1.1926;0.1168;0.0979
AZL;19;0.1203;1.1189;0.1403;0.1254
AZL;19;0.124;1.7179;0.0978;0.0569
AZL;19;0.1331;2.07;0.0877;0.0424
AZL;19;0.2151;0.8457;0.2903;0.3433
AZL;19;0.6156;4.2192;0.2217;0.0525
AZL;20;0.0042;0.1831;0.0385;0.2103
AZL;20;0.0109;0.4643;0.0458;0.0986
AZL;20;0.0139;0.4596;0.0497;0.1081
AZL;20;0.0149;0.5221;0.0469;0.0898
AZL;20;0.0156;0.5314;0.0433;0.0815
AZL;20;0.0182;0.7879;0.047;0.0597
AZL;20;0.0268;0.7445;0.0486;0.0653
AZL;20;0.0285;1.0383;0.0469;0.0452
AZL;20;0.0337;0.7199;0.0904;0.1256
AZL;20;0.0339;0.807;0.0611;0.0757
AZL;20;0.0358;0.9213;0.1282;0.1392
AZL;20;0.0363;0.9703;0.0626;0.0645
AZL;20;0.0392;0.781;0.0629;0.0805
AZL;20;0.0556;0.8677;0.0901;0.1038
AZL;20;0.0566;0.7685;0.1069;0.1391
AZL;20;0.0579;0.959;0.1107;0.1154
AZL;20;0.0671;1.5957;0.0614;0.0385
AZL;20;0.071;0.8266;0.1784;0.2158
AZL;20;0.0743;1.1032;0.1086;0.0984
AZL;20;0.0801;1.0765;0.0952;0.0884
AZL;20;0.0867;1.0499;0.1183;0.1127
AZL;20;0.1025;1.4949;0.1145;0.0766
AZL;20;0.1035;2.2654;0.0754;0.0333
AZL;20;0.1071;1.4392;0.1146;0.0796
AZL;20;0.1093;1.1458;0.1411;0.1231
AZL;20;0.1163;2.7322;0.0639;0.0234
AZL;20;0.1349;1.4616;0.1499;0.1026
AZL;20;0.1351;0.946;0.1834;0.1939
AZL;20;0.1397;2.4444;0.0961;0.0393
AZL;20;0.1583;1.5689;0.1409;0.0898
AZL;20;0.1775;2.302;0.1069;0.0464
AZL;20;0.1821;1.8041;0.1501;0.0832
AZL;20;0.2502;2.1993;0.1616;0.0735
AZL;20;0.2545;1.0072;0.3697;0.3671
AZL;20;0.2594;2.795;0.1406;0.0503
AZL;20;0.3249;3.1915;0.1784;0.0559
AZL;20;0.4729;4.3989;0.1589;0.0361
AZL;20;0.6544;7.7112;0.13;0.0169
AZL;20;1.062;7.9064;0.187;0.0237
AZL;21;0.0614;1.4642;0.0602;0.0411
AZL;21;0.0706;1.0817;0.1654;0.1529
AZL;21;0.0847;0.7023;0.1599;0.2277
AZL;21;0.1048;0.6775;0.2339;0.3452
AZL;21;0.1182;1.7058;0.1052;0.0617
AZL;21;0.1256;1.4925;0.1085;0.0727
AZL;21;0.1281;1.3435;0.2265;0.1686
AZL;21;0.1411;0.822;0.2232;0.2715
AZL;21;0.1437;1.4705;0.15;0.1020
AZL;21;0.2267;2.4023;0.1682;0.0700
AZL;21;0.3601;3.1284;0.1862;0.0595
AZL;21;0.3849;2.1421;0.2662;0.1243
AZL;21;0.4279;2.7255;0.2051;0.0753
AZL;21;0.4915;1.6214;0.4233;0.2611
AZL;22;0.0285;0.8196;0.0497;0.0606
AZL;22;0.0303;0.8602;0.0486;0.0565
AZL;22;0.0341;1.4718;0.0458;0.0311
AZL;22;0.0399;0.8575;0.0618;0.0721
AZL;22;0.0435;0.977;0.0705;0.0722
AZL;22;0.0466;1.2295;0.0566;0.0460
AZL;22;0.0483;0.4429;0.1265;0.2856
AZL;22;0.0539;0.7453;0.1009;0.1354
AZL;22;0.0603;0.945;0.1127;0.1193
AZL;22;0.0718;1.9064;0.0769;0.0403
AZL;22;0.0723;0.8547;0.1063;0.1244
AZL;22;0.0766;1.0464;0.1063;0.1016
AZL;22;0.0902;1.0199;0.1094;0.1073
AZL;22;0.1051;1.0327;0.1811;0.1754
AZL;22;0.1282;0.8143;0.1782;0.2188
AZL;22;0.1292;1.8663;0.1447;0.0775
AZL;22;0.1695;1.8038;0.114;0.0632
AZL;22;0.1701;1.7065;0.153;0.0897
AZL;22;0.1705;1.7772;0.1982;0.1115
AZL;22;0.185;1.3544;0.2019;0.1491
AZL;22;0.1894;0.847;0.2774;0.3275
AZL;22;0.2221;1.9196;0.1812;0.0944
AZL;22;0.2636;3.1128;0.1133;0.0364
AZL;22;0.2704;2.1796;0.201;0.0922
AZL;22;0.364;3.1332;0.1747;0.0558
AZL;22;0.5197;3.7833;0.1859;0.0491
AZL;23;0.0281;1.1097;0.0568;0.0512
AZL;23;0.0354;0.5889;0.0966;0.1640
AZL;23;0.0421;0.9972;0.0593;0.0595
AZL;23;0.0422;0.8325;0.0687;0.0825
AZL;23;0.0435;1.0406;0.0921;0.0885
AZL;23;0.0476;0.9702;0.0722;0.0744
AZL;23;0.0529;1.2908;0.0673;0.0521
AZL;23;0.0616;0.7054;0.1237;0.1754
AZL;23;0.0623;0.612;0.1331;0.2175
AZL;23;0.0623;0.9301;0.0912;0.0981
AZL;23;0.0788;0.9908;0.1146;0.1157
AZL;23;0.0837;0.7254;0.3916;0.5398
AZL;23;0.0855;0.8509;0.1518;0.1784
AZL;23;0.0855;0.9386;0.1509;0.1608
AZL;23;0.0901;0.6093;0.1867;0.3064
AZL;23;0.0913;0.6007;0.2002;0.3333
AZL;23;0.0925;1.1028;0.1501;0.1361
AZL;23;0.0927;2.1225;0.0673;0.0317
AZL;23;0.1003;1.0021;0.13;0.1297
AZL;23;0.1096;1.3187;0.105;0.0796
AZL;23;0.1164;2.3749;0.0725;0.0305
AZL;23;0.1397;0.5854;0.3478;0.5941
AZL;23;0.1447;1.706;0.1052;0.0617
AZL;23;0.1822;0.8721;0.2679;0.3072
AZL;23;0.2156;1.2768;0.2324;0.1820
AZL;23;0.2271;1.1728;0.303;0.2584
AZL;23;0.2816;1.6381;0.2505;0.1529
AZL;24;0.0306;0.9395;0.0555;0.0591
AZL;24;0.0348;1.1357;0.0469;0.0413
AZL;24;0.0383;1.7849;0.0485;0.0272
AZL;24;0.047;1.481;0.0554;0.0374
AZL;24;0.0677;1.9416;0.0841;0.0433
AZL;24;0.1072;1.17;0.1218;0.1041
AZL;24;0.1102;1.2343;0.1541;0.1248
AZL;24;0.1107;1.4047;0.1373;0.0977
AZL;24;0.5231;2.6084;0.2531;0.0970
AZL;25;0.0333;0.7979;0.0514;0.0644
AZL;25;0.0421;0.7707;0.1048;0.1360
AZL;25;0.0573;0.4718;0.1828;0.3875
AZL;25;0.0662;1.2031;0.0729;0.0606
AZL;25;0.0792;0.5435;0.1763;0.3244
AZL;25;0.1061;1.0931;0.1205;0.1102
AZL;25;0.1075;1.499;0.1081;0.0721
AZL;25;0.1082;1.5005;0.1214;0.0809
AZL;25;0.1149;0.9254;0.1754;0.1895
AZL;25;0.1176;0.6984;0.2385;0.3415
AZL;25;0.1586;1.0823;0.1615;0.1492
AZL;25;0.189;1.5571;0.1699;0.1091
AZL;25;0.2183;0.9345;0.3255;0.3483
AZL;25;0.2292;0.8368;0.3872;0.4627
AZL;25;0.2499;2.0263;0.1518;0.0749
AZL;25;0.2541;0.9222;0.4165;0.4516
AZL;25;1.1432;1.5449;1.2585;0.8146
AZL;26;0.0027;0.2158;0.019;0.0880
AZL;26;0.0103;0.4319;0.0366;0.0847
AZL;26;0.0119;0.3182;0.0426;0.1339
AZL;26;0.0123;0.4322;0.0366;0.0847
AZL;26;0.0137;0.5922;0.0402;0.0679
AZL;26;0.0151;0.8401;0.0301;0.0358
AZL;26;0.0155;0.6121;0.0426;0.0696
AZL;26;0.0222;0.4617;0.0665;0.1440
AZL;26;0.0243;0.7072;0.097;0.1372
AZL;26;0.0265;0.5933;0.0649;0.1094
AZL;26;0.0308;0.8638;0.0555;0.0643
AZL;26;0.0316;0.9445;0.0639;0.0677
AZL;26;0.0332;1.1477;0.0543;0.0473
AZL;26;0.0338;0.7359;0.0705;0.0958
AZL;26;0.0363;0.7105;0.0752;0.1058
AZL;26;0.0365;0.4678;0.0985;0.2106
AZL;26;0.0397;0.8262;0.0629;0.0761
AZL;26;0.0402;0.8705;0.0665;0.0764
AZL;26;0.0408;0.5454;0.1315;0.2411
AZL;26;0.0428;0.6308;0.0906;0.1436
AZL;26;0.0435;1.0197;0.0684;0.0671
AZL;26;0.0459;0.3681;0.1914;0.5200
AZL;26;0.0472;0.9754;0.0834;0.0855
AZL;26;0.0492;0.9046;0.0935;0.1034
AZL;26;0.0514;0.4581;0.1563;0.3412
AZL;26;0.0516;1.5811;0.0665;0.0421
AZL;26;0.0652;1.0281;0.2209;0.2149
AZL;26;0.0654;0.8055;0.1455;0.1806
AZL;26;0.066;1.0253;0.0893;0.0871
AZL;26;0.069;0.6725;0.1748;0.2599
AZL;26;0.0806;2.1027;0.0742;0.0353
AZL;26;0.0993;0.6723;0.1783;0.2652
AZL;26;0.1027;1.1694;0.12;0.1026
AZL;26;0.1103;0.4918;0.3616;0.7353
AZL;26;0.1149;0.8832;0.1965;0.2225
AZL;26;0.1161;0.7039;0.2236;0.3177
AZL;26;0.1296;1.0314;0.1989;0.1928
AZL;26;0.1497;1.3092;0.1658;0.1266
AZL;26;0.2764;1.1718;0.3333;0.2844
AZL;27;0.006;0.2002;0.0469;0.2343
AZL;27;0.0112;0.3658;0.0426;0.1165
AZL;27;0.0118;0.3894;0.0538;0.1382
AZL;27;0.0164;0.3725;0.0566;0.1519
AZL;27;0.0248;0.3687;0.0901;0.2444
AZL;27;0.0253;0.6418;0.0665;0.1036
AZL;27;0.026;0.6115;0.0785;0.1284
AZL;27;0.0358;1.0791;0.0651;0.0603
AZL;27;0.0401;0.6069;0.1067;0.1758
AZL;27;0.0415;0.5916;0.112;0.1893
AZL;27;0.0457;0.6445;0.0867;0.1345
AZL;27;0.0463;0.6847;0.1067;0.1558
AZL;27;0.0598;0.6855;0.1271;0.1854
AZL;27;0.1036;0.9527;0.1431;0.1502
AZL;27;0.1302;2.5273;0.0866;0.0343
AZL;27;0.1747;1.1884;0.3637;0.3060
AZL;27;0.2453;1.6536;0.1902;0.1150
AZL;27;0.8016;3.4009;0.3343;0.0983
AZL;28;0.0174;0.4095;0.0591;0.1443
AZL;28;0.0175;0.5598;0.0555;0.0991
AZL;28;0.0203;0.6215;0.0483;0.0777
AZL;28;0.0255;0.5668;0.0816;0.1440
AZL;28;0.0375;0.9572;0.0602;0.0629
AZL;28;0.0407;0.756;0.0951;0.1258
