Site;Depth;ProjArea;StraightLength;StraightWidth;WLRatio
NGO;188;0.027829143;0.68509613;0.063701923;0.0930
NGO;188;0.029493344;0.99759613;0.153846161;0.1542
NGO;188;0.030417898;0.510817322;0.09254808;0.1812
NGO;188;0.031712277;0.760817322;0.11057692;0.1453
NGO;188;0.032174557;0.486778839;0.114182693;0.2346
NGO;188;0.032174557;0.25;0.20432692;0.8173
NGO;188;0.033284023;0.331730774;0.15745192;0.4746
NGO;188;0.033653848;0.688701904;0.194711533;0.2827
NGO;188;0.03485577;0.5625;0.263221161;0.4679
NGO;188;0.034948227;0.73677887;0.078125;0.1060
NGO;188;0.035502957;0.555288452;0.11778846;0.2121
NGO;188;0.035872781;0.456730774;0.114182693;0.2500
NGO;188;0.035965238;0.72115387;0.088942307;0.1233
NGO;188;0.036519969;0.620192322;0.112980766;0.1822
NGO;188;0.037444527;0.275240387;0.18870192;0.6856
NGO;188;0.038091715;0.739182678;0.104567307;0.1415
NGO;188;0.039108727;0.826923096;0.106971153;0.1294
NGO;188;0.039571008;0.776442322;0.081730766;0.1053
NGO;188;0.04077293;1.487980713;0.128605774;0.0864
NGO;188;0.042067309;0.481971161;0.12379808;0.2569
NGO;188;0.043176773;0.925480774;0.084134613;0.0909
NGO;188;0.043916422;0.662259644;0.112980766;0.1706
NGO;188;0.043916422;0.587740356;0.134615387;0.2290
NGO;188;0.046042898;0.460336548;0.15504808;0.3368
NGO;188;0.046320266;0.52884613;0.20192308;0.3818
NGO;188;0.046967457;0.60697113;0.129807693;0.2139
NGO;188;0.048354289;0.941105774;0.334134613;0.3550
NGO;188;0.049186391;0.745192322;0.17307692;0.2323
NGO;188;0.049741125;0.451923065;0.17307692;0.3830
NGO;188;0.050018492;0.686298096;0.199519226;0.2907
NGO;188;0.051127957;0.766826904;0.114182693;0.1489
NGO;188;0.058247043;1.207932739;0.300480774;0.2488
NGO;188;0.058247043;1.53125;0.096153847;0.0628
NGO;188;0.060281066;0.920673096;0.137019226;0.1488
NGO;188;0.060835797;1.141826904;0.122596153;0.1074
NGO;188;0.061852813;0.936298096;0.114182693;0.1220
NGO;188;0.063332102;0.796875;0.266826935;0.3348
NGO;188;0.065735945;0.489182678;0.293269226;0.5995
NGO;188;0.069711539;1.307692261;0.133413467;0.1020
NGO;188;0.073779586;0.832932678;0.147836533;0.1775
NGO;188;0.076553258;1.276442261;0.228365387;0.1789
NGO;188;0.077385352;0.712740356;0.228365387;0.3204
NGO;188;0.079419375;1.264423096;0.11658654;0.0922
NGO;188;0.087278109;0.73197113;0.181490387;0.2479
NGO;188;0.097818047;1.128605713;0.146634613;0.1299
NGO;188;0.098465234;1.036057739;0.11778846;0.1137
NGO;188;0.111963758;1.204326904;0.179086533;0.1487
NGO;188;0.119914938;0.710336548;0.265625;0.3739
NGO;188;0.121856508;0.811298096;0.265625;0.3274
NGO;188;0.123798078;1.068509644;0.361778839;0.3386
NGO;188;0.134615391;1.158653809;0.21754808;0.1878
NGO;188;0.135539938;1.044471191;0.175480774;0.1680
NGO;188;0.176867609;2.131009521;0.15625;0.0733
NGO;188;0.220599109;1.079326904;0.469951935;0.4354
NGO;188;0.230676781;1.294471191;0.514423096;0.3974
NGO;188;0.759707813;3.231971191;0.427884613;0.1324
NGO;189;0.000924556;0.08653846;0.01923077;0.2222
NGO;189;0.001201923;0.08653846;0.022836538;0.2639
NGO;189;0.001386834;0.07692308;0.028846153;0.3750
NGO;189;0.001386834;0.057692307;0.03846154;0.6667
NGO;189;0.001664201;0.078125;0.036057693;0.4615
NGO;189;0.001664201;0.07692308;0.033653847;0.4375
NGO;189;0.001756657;0.07692308;0.03485577;0.4531
NGO;189;0.001756657;0.081730766;0.033653847;0.4118
NGO;189;0.001756657;0.087740387;0.028846153;0.3288
NGO;189;0.001849112;0.078125;0.04326923;0.5538
NGO;189;0.001849112;0.07932692;0.03846154;0.4848
NGO;189;0.001849112;0.07692308;0.036057693;0.4687
NGO;189;0.002126479;0.08653846;0.036057693;0.4167
NGO;189;0.002126479;0.097355766;0.028846153;0.2963
NGO;189;0.002218935;0.090144234;0.036057693;0.4000
NGO;189;0.002218935;0.07932692;0.03846154;0.4848
NGO;189;0.002311391;0.087740387;0.03846154;0.4384
NGO;189;0.002311391;0.08653846;0.037259617;0.4306
NGO;189;0.002403846;0.081730766;0.049278847;0.6029
NGO;189;0.002588757;0.109375;0.036057693;0.3297
NGO;189;0.002588757;0.105769234;0.036057693;0.3409
NGO;189;0.002681213;0.109375;0.033653847;0.3077
NGO;189;0.002773669;0.125;0.037259617;0.2981
NGO;189;0.002773669;0.097355766;0.049278847;0.5062
NGO;189;0.002773669;0.097355766;0.028846153;0.2963
NGO;189;0.002866124;0.112980766;0.036057693;0.3191
NGO;189;0.00295858;0.118990387;0.03966346;0.3333
NGO;189;0.00295858;0.112980766;0.03966346;0.3511
NGO;189;0.003051035;0.11778846;0.049278847;0.4184
NGO;189;0.003051035;0.146634613;0.03846154;0.2623
NGO;189;0.003143491;0.099759613;0.051682693;0.5181
NGO;189;0.003143491;0.087740387;0.057692307;0.6575
NGO;189;0.003143491;0.111778847;0.04326923;0.3871
NGO;189;0.003143491;0.11658654;0.028846153;0.2474
NGO;189;0.003143491;0.109375;0.042067307;0.3846
NGO;189;0.003235947;0.125;0.03966346;0.3173
NGO;189;0.003328402;0.112980766;0.03966346;0.3511
NGO;189;0.003328402;0.11658654;0.03966346;0.3402
NGO;189;0.003328402;0.145432693;0.03966346;0.2727
NGO;189;0.003328402;0.146634613;0.03846154;0.2623
NGO;189;0.003328402;0.11658654;0.03846154;0.3299
NGO;189;0.003420858;0.111778847;0.046875;0.4194
NGO;189;0.003420858;0.143028839;0.037259617;0.2605
NGO;189;0.003513314;0.131009613;0.045673077;0.3486
NGO;189;0.003513314;0.091346153;0.056490383;0.6184
NGO;189;0.003605769;0.112980766;0.068509613;0.6064
NGO;189;0.003605769;0.15504808;0.033653847;0.2171
NGO;189;0.003605769;0.182692307;0.046875;0.2566
NGO;189;0.003698225;0.132211533;0.046875;0.3545
NGO;189;0.00379068;0.151442307;0.03846154;0.2540
NGO;189;0.00379068;0.143028839;0.042067307;0.2941
NGO;189;0.00379068;0.13942308;0.03846154;0.2759
NGO;189;0.003883136;0.17307692;0.04326923;0.2500
NGO;189;0.004068047;0.112980766;0.08533654;0.7553
NGO;189;0.004068047;0.137019226;0.040865383;0.2982
NGO;189;0.004160503;0.192307693;0.061298077;0.3187
NGO;189;0.004252958;0.149038467;0.03846154;0.2581
NGO;189;0.004345414;0.180288467;0.03846154;0.2133
NGO;189;0.004345414;0.153846161;0.049278847;0.3203
NGO;189;0.004345414;0.11658654;0.052884617;0.4536
NGO;189;0.004530326;0.13942308;0.05528846;0.3966
NGO;189;0.004807692;0.132211533;0.056490383;0.4273
NGO;189;0.004807692;0.153846161;0.048076923;0.3125
NGO;189;0.004992604;0.17067308;0.052884617;0.3099
NGO;189;0.004992604;0.176682693;0.03846154;0.2177
NGO;189;0.005547337;0.118990387;0.080528847;0.6768
NGO;189;0.005639793;0.198317307;0.042067307;0.2121
NGO;189;0.00591716;0.268028839;0.03485577;0.1300
NGO;189;0.006194527;0.23317308;0.040865383;0.1753
NGO;189;0.006286982;0.195913467;0.05889423;0.3006
NGO;189;0.006286982;0.243990387;0.03846154;0.1576
NGO;189;0.006564349;0.242788467;0.046875;0.1931
NGO;189;0.006564349;0.25120192;0.04326923;0.1722
NGO;189;0.006934171;0.228365387;0.051682693;0.2263
NGO;189;0.006934171;0.228365387;0.05048077;0.2211
NGO;189;0.007026627;0.158653839;0.073317307;0.4621
NGO;189;0.007303994;0.336538452;0.042067307;0.1250
NGO;189;0.00739645;0.145432693;0.08653846;0.5950
NGO;189;0.007488905;0.314903839;0.03966346;0.1260
NGO;189;0.007581361;0.195913467;0.07692308;0.3926
NGO;189;0.007673816;0.284855774;0.049278847;0.1730
NGO;189;0.007766272;0.264423065;0.05889423;0.2227
NGO;189;0.007858728;0.165865387;0.075721153;0.4565
NGO;189;0.007951184;0.243990387;0.049278847;0.2020
NGO;189;0.008043639;0.252403839;0.05528846;0.2190
NGO;189;0.008136095;0.240384613;0.04326923;0.1800
NGO;189;0.008228551;0.284855774;0.05889423;0.2068
NGO;189;0.008228551;0.237980774;0.052884617;0.2222
NGO;189;0.008598373;0.23317308;0.063701923;0.2732
NGO;189;0.008783284;0.270432678;0.049278847;0.1822
NGO;189;0.008783284;0.314903839;0.04326923;0.1374
NGO;189;0.008875739;0.161057693;0.090144234;0.5597
NGO;189;0.008875739;0.224759613;0.057692307;0.2567
NGO;189;0.008968195;0.373798065;0.04326923;0.1158
NGO;189;0.008968195;0.295673065;0.05048077;0.1707
NGO;189;0.009060651;0.314903839;0.046875;0.1489
NGO;189;0.009153106;0.292067322;0.051682693;0.1770
NGO;189;0.009522929;0.301682678;0.056490383;0.1873
NGO;189;0.009615385;0.394230774;0.03966346;0.1006
NGO;189;0.009615385;0.341346161;0.044471153;0.1303
NGO;189;0.009615385;0.420673065;0.040865383;0.0971
NGO;189;0.010077663;0.361778839;0.04326923;0.1196
NGO;189;0.010077663;0.302884613;0.057692307;0.1905
NGO;189;0.010170118;0.328125;0.073317307;0.2234
NGO;189;0.010724853;0.326923065;0.05408654;0.1654
NGO;189;0.010817308;0.498798065;0.045673077;0.0916
NGO;189;0.011002219;0.355769226;0.081730766;0.2297
NGO;189;0.011002219;0.456730774;0.048076923;0.1053
NGO;189;0.011002219;0.431490387;0.057692307;0.1337
NGO;189;0.01118713;0.365384613;0.05889423;0.1612
NGO;189;0.01118713;0.331730774;0.056490383;0.1703
NGO;189;0.01118713;0.368990387;0.060096153;0.1629
NGO;189;0.011279586;0.377403839;0.05408654;0.1433
NGO;189;0.011464497;0.289663452;0.078125;0.2697
NGO;189;0.011556953;0.426682678;0.052884617;0.1239
NGO;189;0.012111687;0.361778839;0.049278847;0.1362
NGO;189;0.012204142;0.538461548;0.05048077;0.0937
NGO;189;0.012389054;0.426682678;0.05889423;0.1380
NGO;189;0.012389054;0.346153839;0.03846154;0.1111
NGO;189;0.012573965;0.396634613;0.082932693;0.2091
NGO;189;0.01266642;0.317307678;0.075721153;0.2386
NGO;189;0.013313609;0.302884613;0.064903847;0.2143
NGO;189;0.013775888;0.378605774;0.080528847;0.2127
NGO;189;0.013868343;0.387019226;0.073317307;0.1894
NGO;189;0.013960799;0.237980774;0.111778847;0.4697
NGO;189;0.014977811;0.349759613;0.144230774;0.4124
NGO;189;0.014977811;0.370192322;0.10216346;0.2760
NGO;189;0.014977811;0.350961548;0.080528847;0.2295
NGO;189;0.015255178;0.435096161;0.057692307;0.1326
NGO;189;0.015347633;0.441105774;0.09495192;0.2153
NGO;189;0.015717456;0.503605774;0.064903847;0.1289
NGO;189;0.015994822;0.411057678;0.084134613;0.2047
NGO;189;0.016734467;0.40625;0.253605774;0.6243
NGO;189;0.016826924;0.459134613;0.05528846;0.1204
NGO;189;0.017196746;0.5;0.057692307;0.1154
NGO;189;0.017474113;0.467548065;0.057692307;0.1234
NGO;189;0.017474113;0.524038452;0.07091346;0.1353
NGO;189;0.017566568;0.376201935;0.087740387;0.2332
NGO;189;0.017843936;0.451923065;0.072115387;0.1596
NGO;189;0.018028846;0.65625;0.07091346;0.1081
NGO;189;0.018121303;0.307692322;0.105769234;0.3437
NGO;189;0.018213758;0.567307678;0.056490383;0.0996
NGO;189;0.018306213;0.448317322;0.078125;0.1743
NGO;189;0.018306213;0.391826935;0.072115387;0.1840
NGO;189;0.018398668;0.556490356;0.060096153;0.1080
NGO;189;0.018676035;0.550480774;0.112980766;0.2052
NGO;189;0.019138314;0.765625;0.05048077;0.0659
NGO;189;0.019600592;0.584134644;0.064903847;0.1111
NGO;189;0.020062869;0.614182678;0.068509613;0.1115
NGO;189;0.021449705;0.53365387;0.09254808;0.1734
NGO;189;0.021449705;0.370192322;0.096153847;0.2597
NGO;189;0.021449705;0.600961548;0.07091346;0.1180
NGO;189;0.021634615;0.324519226;0.192307693;0.5926
NGO;189;0.021819527;0.439903839;0.198317307;0.4508
NGO;189;0.021911982;0.457932678;0.10096154;0.2205
NGO;189;0.022281805;0.498798065;0.112980766;0.2265
NGO;189;0.023113906;0.581730774;0.11057692;0.1901
NGO;189;0.023298816;0.360576935;0.118990387;0.3300
NGO;189;0.023576184;0.379807678;0.114182693;0.3006
NGO;189;0.023668639;0.5;0.08653846;0.1731
NGO;189;0.023668639;0.590144226;0.090144234;0.1527
NGO;189;0.023853551;0.537259644;0.07091346;0.1320
NGO;189;0.02450074;0.703125;0.07692308;0.1094
NGO;189;0.02450074;0.510817322;0.078125;0.1529
NGO;189;0.024870563;0.555288452;0.284855774;0.5130
NGO;189;0.024870563;0.429086548;0.125;0.2913
NGO;189;0.025055473;0.663461548;0.067307693;0.1014
NGO;189;0.02514793;0.79927887;0.067307693;0.0842
NGO;189;0.02533284;0.378605774;0.096153847;0.2540
NGO;189;0.026904586;0.932692322;0.068509613;0.0735
NGO;189;0.026904586;0.864182678;0.074519234;0.0862
NGO;189;0.026997041;0.403846161;0.104567307;0.2589
NGO;189;0.027551775;0.496394226;0.08533654;0.1719
NGO;189;0.028198965;0.623798096;0.084134613;0.1349
NGO;189;0.02829142;0.977163452;0.05408654;0.0554
NGO;189;0.029031064;0.748798096;0.266826935;0.3563
NGO;189;0.029031064;0.486778839;0.08533654;0.1753
NGO;189;0.029493344;0.550480774;0.081730766;0.1485
NGO;189;0.029863166;0.396634613;0.10096154;0.2545
NGO;189;0.029955621;0.62259613;0.08653846;0.1390
NGO;189;0.030695266;0.848557678;0.1875;0.2210
NGO;189;0.030787723;1.012019226;0.278846161;0.2755
NGO;189;0.030880178;0.25120192;0.213942307;0.8517
NGO;189;0.030972633;0.581730774;0.08533654;0.1467
NGO;189;0.031342455;1.036057739;0.08533654;0.0824
NGO;189;0.032082102;0.655048096;0.097355766;0.1486
NGO;189;0.032821746;0.394230774;0.268028839;0.6799
NGO;189;0.034208578;0.78365387;0.084134613;0.1074
NGO;189;0.034578402;0.789663452;0.346153839;0.4384
NGO;189;0.03504068;0.641826904;0.078125;0.1217
NGO;189;0.035872781;0.668269226;0.091346153;0.1367
NGO;189;0.036612426;0.417067322;0.15625;0.3746
NGO;189;0.03698225;0.645432678;0.127403847;0.1974
NGO;189;0.037074703;0.979567322;0.080528847;0.0822
NGO;189;0.037629438;0.683894226;0.09495192;0.1388
NGO;189;0.038091715;0.403846161;0.203125;0.5030
NGO;189;0.038461539;0.378605774;0.334134613;0.8825
NGO;189;0.038553992;0.566105774;0.239182693;0.4225
NGO;189;0.039478551;0.81490387;0.10817308;0.1327
NGO;189;0.040403105;1.027644287;0.066105766;0.0643
NGO;189;0.04077293;1.128605713;0.078125;0.0692
NGO;189;0.041789941;0.713942322;0.098557693;0.1380
NGO;189;0.042344676;0.663461548;0.109375;0.1649
NGO;189;0.04326923;0.609375;0.10216346;0.1677
NGO;189;0.043639055;1.122596191;0.084134613;0.0749
NGO;189;0.045210797;0.59375;0.114182693;0.1923
NGO;189;0.045673078;0.608173096;0.118990387;0.1957
NGO;189;0.046967457;0.592548096;0.125;0.2110
NGO;189;0.047429734;0.697115356;0.122596153;0.1759
NGO;189;0.048816566;1.149038452;0.098557693;0.0858
NGO;189;0.049186391;0.817307678;0.115384613;0.1412
NGO;189;0.049556215;0.698317322;0.240384613;0.3442
NGO;189;0.05085059;0.81490387;0.103365387;0.1268
NGO;189;0.055473371;0.461538452;0.185096161;0.4010
NGO;189;0.057045117;0.612980774;0.323317322;0.5275
NGO;189;0.057877219;1.207932739;0.09495192;0.0786
NGO;189;0.06037352;0.621394226;0.18629808;0.2998
NGO;189;0.060743344;0.9375;0.438701935;0.4679
NGO;189;0.066475594;0.585336548;0.341346161;0.5832
NGO;189;0.067585063;0.83052887;0.13942308;0.1679
NGO;189;0.068786984;1.798076904;0.198317307;0.1103
NGO;189;0.072300297;1.361778809;0.111778847;0.0821
NGO;189;0.073317305;1.01802887;0.149038467;0.1464
NGO;189;0.078772188;1.128605713;0.099759613;0.0884
NGO;189;0.084874258;1.40625;0.473557678;0.3368
NGO;189;0.085706359;0.436298065;0.393028839;0.9008
NGO;189;0.086353547;1.365384644;0.497596161;0.3644
NGO;189;0.088110211;1.169471191;0.152644226;0.1305
NGO;189;0.100961539;1.246394287;0.557692322;0.4474
NGO;189;0.114275148;1.8125;0.144230774;0.0796
NGO;189;0.114922336;1.514423096;0.15625;0.1032
NGO;189;0.114922336;1.213942261;0.194711533;0.1604
NGO;189;0.118065828;1.216346191;0.286057678;0.2352
NGO;189;0.124167898;1.269230713;0.144230774;0.1136
NGO;189;0.145525141;0.751201904;0.387019226;0.5152
NGO;189;0.147836531;0.885817322;0.310096161;0.3501
NGO;189;0.164016266;0.972355774;0.438701935;0.4512
NGO;189;0.187684906;0.959134644;0.381009613;0.3972
NGO;189;0.188701922;1.173076904;0.282451935;0.2408
NGO;189;0.224019969;1.199519287;0.389423065;0.3246
NGO;189;0.29946375;0.990384644;0.798076904;0.8058
NGO;190;0.001017012;0.08653846;0.028846153;0.3333
NGO;190;0.001571746;0.09495192;0.026442308;0.2785
NGO;190;0.002218935;0.07692308;0.03846154;0.5000
NGO;190;0.002588757;0.090144234;0.045673077;0.5067
NGO;190;0.002588757;0.090144234;0.051682693;0.5733
NGO;190;0.002866124;0.109375;0.036057693;0.3297
NGO;190;0.00295858;0.091346153;0.03846154;0.4211
NGO;190;0.003051035;0.118990387;0.03846154;0.3232
NGO;190;0.003420858;0.145432693;0.036057693;0.2479
NGO;190;0.004345414;0.145432693;0.046875;0.3223
NGO;190;0.00443787;0.161057693;0.03966346;0.2463
NGO;190;0.005454882;0.23557692;0.037259617;0.1582
NGO;190;0.00591716;0.118990387;0.074519234;0.6263
NGO;190;0.006286982;0.3125;0.046875;0.1500
NGO;190;0.006286982;0.270432678;0.036057693;0.1333
NGO;190;0.006564349;0.264423065;0.04326923;0.1636
NGO;190;0.006564349;0.245192307;0.04326923;0.1765
NGO;190;0.006841716;0.127403847;0.07692308;0.6038
NGO;190;0.006841716;0.269230774;0.036057693;0.1339
NGO;190;0.007951184;0.295673065;0.048076923;0.1626
NGO;190;0.008043639;0.377403839;0.049278847;0.1306
NGO;190;0.008136095;0.259615387;0.068509613;0.2639
NGO;190;0.009245563;0.174278839;0.091346153;0.5241
NGO;190;0.009800296;0.367788452;0.04326923;0.1176
NGO;190;0.009892752;0.342548065;0.046875;0.1368
NGO;190;0.010355029;0.377403839;0.044471153;0.1178
NGO;190;0.010632396;0.368990387;0.05889423;0.1596
NGO;190;0.010724853;0.346153839;0.05889423;0.1701
NGO;190;0.010909764;0.302884613;0.0625;0.2063
NGO;190;0.011279586;0.424278839;0.057692307;0.1360
NGO;190;0.011372041;0.433894226;0.048076923;0.1108
NGO;190;0.011372041;0.21995192;0.082932693;0.3770
NGO;190;0.011464497;0.361778839;0.048076923;0.1329
NGO;190;0.011649408;0.388221161;0.048076923;0.1238
NGO;190;0.011834319;0.442307678;0.07091346;0.1603
NGO;190;0.011926775;0.276442322;0.099759613;0.3609
NGO;190;0.01201923;0.365384613;0.063701923;0.1743
NGO;190;0.012111687;0.370192322;0.049278847;0.1331
NGO;190;0.012389054;0.525240356;0.05889423;0.1121
NGO;190;0.012481509;0.301682678;0.066105766;0.2191
NGO;190;0.012481509;0.298076935;0.063701923;0.2137
NGO;190;0.012573965;0.382211548;0.057692307;0.1509
NGO;190;0.01266642;0.492788452;0.060096153;0.1220
NGO;190;0.012758876;0.540865356;0.051682693;0.0956
NGO;190;0.012758876;0.391826935;0.068509613;0.1748
NGO;190;0.013775888;0.438701935;0.057692307;0.1315
NGO;190;0.013868343;0.481971161;0.060096153;0.1247
NGO;190;0.013868343;0.359375;0.07091346;0.1973
NGO;190;0.013868343;0.5;0.04326923;0.0865
NGO;190;0.014977811;0.243990387;0.08533654;0.3498
NGO;190;0.015070267;0.54927887;0.072115387;0.1313
NGO;190;0.015070267;0.430288452;0.081730766;0.1899
NGO;190;0.015532544;0.314903839;0.08533654;0.2710
NGO;190;0.015625;0.598557678;0.056490383;0.0944
NGO;190;0.016642012;0.350961548;0.07091346;0.2021
NGO;190;0.017381656;0.615384644;0.063701923;0.1035
NGO;190;0.017474113;0.594951904;0.066105766;0.1111
NGO;190;0.017566568;0.542067322;0.06971154;0.1286
NGO;190;0.017751479;0.436298065;0.068509613;0.1570
NGO;190;0.018028846;0.382211548;0.091346153;0.2390
NGO;190;0.018028846;0.230769226;0.131009613;0.5677
NGO;190;0.018213758;0.605769226;0.060096153;0.0992
NGO;190;0.018306213;0.463942322;0.067307693;0.1451
NGO;190;0.018398668;0.491586548;0.063701923;0.1296
NGO;190;0.019045857;0.395432678;0.072115387;0.1824
NGO;190;0.019323225;0.439903839;0.075721153;0.1721
NGO;190;0.019693047;0.657451904;0.061298077;0.0932
NGO;190;0.019785504;0.51322113;0.07091346;0.1382
NGO;190;0.020340236;0.661057678;0.061298077;0.0927
NGO;190;0.020802516;0.712740356;0.07932692;0.1113
NGO;190;0.020894971;0.453125;0.080528847;0.1777
NGO;190;0.021264793;0.418269226;0.09375;0.2241
NGO;190;0.021819527;0.590144226;0.1875;0.3177
NGO;190;0.022004438;0.411057678;0.090144234;0.2193
NGO;190;0.02218935;0.578125;0.073317307;0.1268
NGO;190;0.022281805;0.724759644;0.063701923;0.0879
NGO;190;0.02237426;0.875;0.048076923;0.0549
NGO;190;0.022466717;0.432692322;0.078125;0.1806
NGO;190;0.023021449;0.478365387;0.072115387;0.1508
NGO;190;0.023113906;0.741586548;0.060096153;0.0810
NGO;190;0.023113906;0.566105774;0.063701923;0.1125
NGO;190;0.023298816;0.260817322;0.15504808;0.5945
NGO;190;0.023853551;0.421875;0.09375;0.2222
NGO;190;0.024038461;0.578125;0.067307693;0.1164
NGO;190;0.024130918;0.620192322;0.06971154;0.1124
NGO;190;0.024408283;0.570913452;0.07932692;0.1389
NGO;190;0.024593195;0.739182678;0.0625;0.0846
NGO;190;0.02514793;0.612980774;0.074519234;0.1216
NGO;190;0.025702662;0.632211548;0.06971154;0.1103
NGO;190;0.025795119;0.76322113;0.078125;0.1024
NGO;190;0.026072484;0.65384613;0.07932692;0.1213
NGO;190;0.026719674;0.548076904;0.106971153;0.1952
NGO;190;0.027089496;0.530048096;0.147836533;0.2789
NGO;190;0.027551775;0.929086548;0.075721153;0.0815
NGO;190;0.027736686;1.022836548;0.078125;0.0764
NGO;190;0.027829143;0.802884644;0.088942307;0.1108
NGO;190;0.028198965;0.645432678;0.073317307;0.1136
NGO;190;0.028938609;0.521634644;0.087740387;0.1682
NGO;190;0.029031064;0.394230774;0.151442307;0.3841
NGO;190;0.030140533;0.310096161;0.171875;0.5543
NGO;190;0.031434912;0.293269226;0.169471161;0.5779
NGO;190;0.031804734;0.347355774;0.128605774;0.3702
NGO;190;0.032451924;0.652644226;0.257211548;0.3941
NGO;190;0.034670859;0.742788452;0.081730766;0.1100
